video_id,video_duration,question_id,question_timestamp,task_type,question,answer
mem_2_300,00:05:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_300,00:05:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_300,00:05:10,11,00:05:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_330,00:05:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_330,00:05:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_330,00:05:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_330,00:05:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_330,00:05:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_330,00:05:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_330,00:05:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_330,00:05:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_330,00:05:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_330,00:05:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_330,00:05:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_330,00:05:40,12,00:05:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_360,00:06:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_360,00:06:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_360,00:06:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_360,00:06:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_360,00:06:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_360,00:06:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_360,00:06:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_360,00:06:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_360,00:06:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_360,00:06:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_360,00:06:10,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_360,00:06:10,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_360,00:06:10,13,00:06:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_390,00:06:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_390,00:06:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_390,00:06:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_390,00:06:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_390,00:06:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_390,00:06:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_390,00:06:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_390,00:06:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_390,00:06:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_390,00:06:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_390,00:06:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_390,00:06:40,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_390,00:06:40,13,00:06:10,Memory,What is the capital of France?,
mem_2_390,00:06:40,14,00:06:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_420,00:07:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_420,00:07:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_420,00:07:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_420,00:07:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_420,00:07:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_420,00:07:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_420,00:07:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_420,00:07:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_420,00:07:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_420,00:07:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_420,00:07:10,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_420,00:07:10,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_420,00:07:10,13,00:06:10,Memory,What is the capital of France?,
mem_2_420,00:07:10,14,00:06:40,Memory,What is the capital of Japan?,
mem_2_420,00:07:10,15,00:07:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_450,00:07:40,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_450,00:07:40,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_450,00:07:40,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_450,00:07:40,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_450,00:07:40,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_450,00:07:40,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_450,00:07:40,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_450,00:07:40,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_450,00:07:40,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_450,00:07:40,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_450,00:07:40,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_450,00:07:40,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_450,00:07:40,13,00:06:10,Memory,What is the capital of France?,
mem_2_450,00:07:40,14,00:06:40,Memory,What is the capital of Japan?,
mem_2_450,00:07:40,15,00:07:10,Memory,What is the capital of China?,
mem_2_450,00:07:40,16,00:07:40,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_2_480,00:08:10,1,00:00:10,Memory,Could you tell me a joke?,
mem_2_480,00:08:10,2,00:00:40,Memory,Could you tell me another joke?,
mem_2_480,00:08:10,3,00:01:10,Memory,Could you tell me something about yourself?,
mem_2_480,00:08:10,4,00:01:40,Memory,Could you recommend a comedy movie?,
mem_2_480,00:08:10,5,00:02:10,Memory,Could you recommend a romantic movie?,
mem_2_480,00:08:10,6,00:02:40,Memory,Could you recommend a horror movie?,
mem_2_480,00:08:10,7,00:03:10,Memory,Could you recommend a science fiction movie?,
mem_2_480,00:08:10,8,00:03:40,Memory,Could you recommend an anime movie?,
mem_2_480,00:08:10,9,00:04:10,Memory,Could you recommend a good book?,
mem_2_480,00:08:10,10,00:04:40,Memory,Could you recommend a pop song?,
mem_2_480,00:08:10,11,00:05:10,Memory,Could you recommend a rock song?,
mem_2_480,00:08:10,12,00:05:40,Memory,Could you recommend a jazz song?,
mem_2_480,00:08:10,13,00:06:10,Memory,What is the capital of France?,
mem_2_480,00:08:10,14,00:06:40,Memory,What is the capital of Japan?,
mem_2_480,00:08:10,15,00:07:10,Memory,What is the capital of China?,
mem_2_480,00:08:10,16,00:07:40,Memory,What is the capital of Korea?,
mem_2_480,00:08:10,17,00:08:10,Memory,Do you remember the broker's name that appeared at the beginning?,
mem_3_0,00:00:15,1,00:00:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_30,00:00:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_30,00:00:45,2,00:00:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_60,00:01:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_60,00:01:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_60,00:01:15,3,00:01:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_90,00:01:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_90,00:01:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_90,00:01:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_90,00:01:45,4,00:01:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_120,00:02:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_120,00:02:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_120,00:02:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_120,00:02:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_120,00:02:15,5,00:02:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_150,00:02:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_150,00:02:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_150,00:02:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_150,00:02:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_150,00:02:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_150,00:02:45,6,00:02:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_180,00:03:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_180,00:03:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_180,00:03:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_180,00:03:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_180,00:03:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_180,00:03:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_180,00:03:15,7,00:03:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_210,00:03:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_210,00:03:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_210,00:03:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_210,00:03:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_210,00:03:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_210,00:03:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_210,00:03:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_210,00:03:45,8,00:03:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_240,00:04:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_240,00:04:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_240,00:04:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_240,00:04:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_240,00:04:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_240,00:04:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_240,00:04:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_240,00:04:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_240,00:04:15,9,00:04:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_270,00:04:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_270,00:04:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_270,00:04:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_270,00:04:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_270,00:04:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_270,00:04:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_270,00:04:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_270,00:04:45,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_270,00:04:45,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_270,00:04:45,10,00:04:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_300,00:05:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_300,00:05:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_300,00:05:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_300,00:05:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_300,00:05:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_300,00:05:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_300,00:05:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_300,00:05:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_300,00:05:15,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_300,00:05:15,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_300,00:05:15,11,00:05:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_330,00:05:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_330,00:05:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_330,00:05:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_330,00:05:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_330,00:05:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_330,00:05:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_330,00:05:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_330,00:05:45,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_330,00:05:45,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_330,00:05:45,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_330,00:05:45,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_330,00:05:45,12,00:05:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_360,00:06:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_360,00:06:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_360,00:06:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_360,00:06:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_360,00:06:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_360,00:06:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_360,00:06:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_360,00:06:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_360,00:06:15,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_360,00:06:15,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_360,00:06:15,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_360,00:06:15,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_360,00:06:15,13,00:06:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_390,00:06:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_390,00:06:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_390,00:06:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_390,00:06:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_390,00:06:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_390,00:06:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_390,00:06:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_390,00:06:45,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_390,00:06:45,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_390,00:06:45,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_390,00:06:45,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_390,00:06:45,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_390,00:06:45,13,00:06:15,Memory,What is the capital of France?,
mem_3_390,00:06:45,14,00:06:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_420,00:07:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_420,00:07:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_420,00:07:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_420,00:07:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_420,00:07:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_420,00:07:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_420,00:07:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_420,00:07:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_420,00:07:15,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_420,00:07:15,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_420,00:07:15,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_420,00:07:15,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_420,00:07:15,13,00:06:15,Memory,What is the capital of France?,
mem_3_420,00:07:15,14,00:06:45,Memory,What is the capital of Japan?,
mem_3_420,00:07:15,15,00:07:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_450,00:07:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_450,00:07:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_450,00:07:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_450,00:07:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_450,00:07:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_450,00:07:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_450,00:07:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_450,00:07:45,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_450,00:07:45,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_450,00:07:45,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_450,00:07:45,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_450,00:07:45,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_450,00:07:45,13,00:06:15,Memory,What is the capital of France?,
mem_3_450,00:07:45,14,00:06:45,Memory,What is the capital of Japan?,
mem_3_450,00:07:45,15,00:07:15,Memory,What is the capital of China?,
mem_3_450,00:07:45,16,00:07:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_480,00:08:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_480,00:08:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_480,00:08:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_480,00:08:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_480,00:08:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_480,00:08:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_480,00:08:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_480,00:08:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_480,00:08:15,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_480,00:08:15,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_480,00:08:15,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_480,00:08:15,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_480,00:08:15,13,00:06:15,Memory,What is the capital of France?,
mem_3_480,00:08:15,14,00:06:45,Memory,What is the capital of Japan?,
mem_3_480,00:08:15,15,00:07:15,Memory,What is the capital of China?,
mem_3_480,00:08:15,16,00:07:45,Memory,What is the capital of Korea?,
mem_3_480,00:08:15,17,00:08:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_510,00:08:45,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_510,00:08:45,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_510,00:08:45,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_510,00:08:45,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_510,00:08:45,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_510,00:08:45,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_510,00:08:45,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_510,00:08:45,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_510,00:08:45,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_510,00:08:45,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_510,00:08:45,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_510,00:08:45,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_510,00:08:45,13,00:06:15,Memory,What is the capital of France?,
mem_3_510,00:08:45,14,00:06:45,Memory,What is the capital of Japan?,
mem_3_510,00:08:45,15,00:07:15,Memory,What is the capital of China?,
mem_3_510,00:08:45,16,00:07:45,Memory,What is the capital of Korea?,
mem_3_510,00:08:45,17,00:08:15,Memory,What is the capital of Canada?,
mem_3_510,00:08:45,18,00:08:45,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
mem_3_540,00:09:15,1,00:00:15,Memory,Could you tell me a joke?,
mem_3_540,00:09:15,2,00:00:45,Memory,Could you tell me another joke?,
mem_3_540,00:09:15,3,00:01:15,Memory,Could you tell me something about yourself?,
mem_3_540,00:09:15,4,00:01:45,Memory,Could you recommend a comedy movie?,
mem_3_540,00:09:15,5,00:02:15,Memory,Could you recommend a romantic movie?,
mem_3_540,00:09:15,6,00:02:45,Memory,Could you recommend a horror movie?,
mem_3_540,00:09:15,7,00:03:15,Memory,Could you recommend a science fiction movie?,
mem_3_540,00:09:15,8,00:03:45,Memory,Could you recommend an anime movie?,
mem_3_540,00:09:15,9,00:04:15,Memory,Could you recommend a good book?,
mem_3_540,00:09:15,10,00:04:45,Memory,Could you recommend a pop song?,
mem_3_540,00:09:15,11,00:05:15,Memory,Could you recommend a rock song?,
mem_3_540,00:09:15,12,00:05:45,Memory,Could you recommend a jazz song?,
mem_3_540,00:09:15,13,00:06:15,Memory,What is the capital of France?,
mem_3_540,00:09:15,14,00:06:45,Memory,What is the capital of Japan?,
mem_3_540,00:09:15,15,00:07:15,Memory,What is the capital of China?,
mem_3_540,00:09:15,16,00:07:45,Memory,What is the capital of Korea?,
mem_3_540,00:09:15,17,00:08:15,Memory,What is the capital of Canada?,
mem_3_540,00:09:15,18,00:08:45,Memory,What is the capital of Australia?,
mem_3_540,00:09:15,19,00:09:15,Memory,Do you remember what animals were in the paintings that appeared at the beginning?,
